MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,FEN_IndoorArea,FE_SalePrice_Per_IndoorArea,FEC_ExterQual_dual,FEC_LotShape_dual,FEC_ExterCond_dual,FEC_BsmtQual_dual,FEC_BsmtCond_dual,FEC_BsmtExposure_dual,FEC_BsmtFinType1_dual,FEC_BsmtFinType2_dual,FEC_HeatingQC_dual,FEC_Functional_dual,FEC_KitchenQual_dual,FEC_GarageQual_dual,FEC_GarageFinish_dual,FEC_GarageCond_dual,FEC_PavedDrive_dual,FEC_PoolQC_dual,FEC_Fence_dual,FEC_FireplaceQu_dual,FEC_Alley_dual,FEC_OverallQual_dual,FEC_OverallCond_dual,FEC_BsmtFullBath_dual,FEC_BsmtHalfBath_dual,FEC_FullBath_dual,FEC_HalfBath_dual,FEC_BedroomAbvGr_dual,FEC_KitchenAbvGr_dual,FEC_TotRmsAbvGrd_dual,FEC_Fireplaces_dual,FEC_GarageCars_dual,FEC_YearBuilt_dual,FEC_YearRemodAdd_dual,FEC_MoSold_dual,FEC_YrSold_dual,FEC_GarageYrBlt_dual,FEC_LotArea_dual,FEC_MasVnrArea_dual,FEC_BsmtFinSF1_dual,FEC_BsmtFinSF2_dual,FEC_BsmtUnfSF_dual,FEC_TotalBsmtSF_dual,FEC_1stFlrSF_dual,FEC_2ndFlrSF_dual,FEC_LowQualFinSF_dual,FEC_GrLivArea_dual,FEC_GarageArea_dual,FEC_WoodDeckSF_dual,FEC_OpenPorchSF_dual,FEC_EnclosedPorch_dual,FEC_3SsnPorch_dual,FEC_ScreenPorch_dual,FEC_PoolArea_dual,FEC_MiscVal_dual,FEC_LotFrontage_dual,FEN_YearAfterRemode,FEN_YearAfterbuilt,FEN_TotRmsAbvGrd_Per_GrLivArea,FEN_BsmtTotalbath,FEN_GrLivTotalbath,FEN_Area_comp0,FEN_Area_comp1,FEN_Area_comp2,FEN_Area_comp3,FEN_Area_comp4,FEN_Area_comp5,FEN_Area_comp7
20,RL,74.0,8892,Pave,0,1,Lvl,AllPub,Corner,Gtl,Names,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Sdng,None,0.0,4,3,Stone,2,3,3,1,0,1,0,105,105,GasA,4,Y,SBrkr,910,0,0,910,0,0,1,0,3,1,3,5,7,0,0,Attchd,1953,1,2,414,3,3,3,196,0,150,0,0,0,0,2,None,0,10,2008,WD,Normal,116000,1015.01,114.28458832917903,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,12,55,0.005494499456594004,0,1,4.606353285877759,0.17236185062027662,0.07164706474996853,0.5863184689474672,-0.08772614381886935,0.03366467549837072,-0.029103500486634914
60,RL,70.0,11184,Pave,0,1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,3,3,CBlock,2,3,1,2,226,3,500,192,918,GasA,4,Y,SBrkr,918,765,0,1683,0,0,2,1,3,1,2,7,7,1,3,Attchd,1978,2,2,440,3,3,3,243,0,0,0,0,0,0,0,None,0,7,2009,WD,Normal,172500,2601.01,66.32039092506372,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,31,31,0.004159236982033879,0,3,0.13494683218612938,0.1666519227618435,0.16195046755088505,-0.06909936326353043,0.13627290966158415,0.16753795128990007,0.02383616771476439
20,RL,85.0,11049,Pave,0,1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0,1,0,1234,1234,GasA,5,Y,SBrkr,1234,0,0,1234,0,0,2,0,3,1,3,7,7,0,0,Attchd,2007,2,2,484,3,3,3,0,30,0,0,0,0,0,0,None,0,1,2008,WD,Normal,179900,2468.01,72.8927354427251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0.0056726048033996735,0,2,0.3107771347685478,0.006792495931415422,-0.38254156315113624,0.00788680078353469,-0.024700342730327143,0.0010490379212977812,-0.024075733747514667
190,RL,60.0,10800,Pave,1,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,7,1900,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,0,0,0,0,0,0,0,0,0,GasA,3,N,FuseA,694,600,0,1294,0,0,2,0,3,2,2,7,7,0,0,None,0,0,0,0,0,0,1,220,114,210,0,0,0,0,0,None,0,8,2008,WD,Normal,106250,1294.01,82.10910271172557,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,8,108,0.0054095785088265,0,2,4.183515311848701,0.5739714594068047,0.36894681330822604,0.17075685804641597,0.1916372424327706,-0.15526661050041218,0.008000251376465208
20,RL,70.0,13300,Pave,0,1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,377,1,0,551,928,GasA,3,Y,SBrkr,928,0,0,928,0,0,1,0,2,1,2,4,7,0,0,Attchd,1956,1,1,252,3,3,3,261,0,156,0,0,0,0,0,None,0,6,2007,WD,Normal,132000,1856.01,71.12030646386603,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,7,51,0.004310340182823079,0,1,3.0016764994724627,-0.12548459363945058,-0.15879832798166235,-0.06827341327760722,0.031241615768442442,-0.04933286501418716,-0.01886249643743935
20,RL,90.0,5400,Pave,0,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,2,3,1,3,415,1,0,418,833,GasA,5,Y,SBrkr,833,0,0,833,0,0,1,0,2,1,3,4,7,0,0,Detchd,1955,1,1,326,3,3,3,0,0,0,0,0,0,0,3,None,0,8,2006,WD,Normal,117000,1666.01,70.22766970186254,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,6,52,0.004801915003703477,0,1,-0.921565692531779,-0.19282242093606197,-0.08003616433740647,0.003561336035651957,-0.017177633823873925,-0.017770045330397805,-0.04082686130290906
120,RL,48.0,6955,Pave,0,2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,4,3,PConc,3,3,1,1,0,1,0,1368,1368,GasA,5,Y,SBrkr,1368,0,0,1368,0,0,2,0,2,1,3,6,7,1,4,Attchd,2005,2,2,474,3,3,3,132,35,0,0,0,0,0,0,None,0,9,2006,New,Partial,202500,2736.01,74.01288737979758,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0.004385961706168343,0,2,-1.6238553261980506,-0.009637810065099327,-0.3685812253539118,0.03306773935268297,-0.013061567768943254,-0.006394767794844206,0.00973700767143179
160,FV,34.0,3230,Pave,2,1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,3,3,PConc,3,3,1,6,419,1,0,310,729,GasA,4,Y,SBrkr,729,729,0,1458,0,0,2,1,2,1,2,5,7,1,2,Detchd,1999,1,2,440,3,3,3,0,32,0,0,0,0,0,0,None,0,6,2007,WD,Normal,176000,2187.01,80.47516929506494,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,8,8,0.0034293529291132174,0,3,-2.6898227107840196,0.1477156321922876,0.21996992400707388,-0.08659953577934733,-0.1378104656172303,0.011916793646695454,0.441051502936875
50,RM,60.0,5790,Pave,0,1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,4,4,CBlock,1,3,1,1,0,1,0,840,840,GasA,4,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,2,8,7,0,0,Detchd,1915,1,1,379,3,3,3,0,0,202,0,0,0,0,0,None,0,5,2010,WD,Normal,107400,2445.01,43.92620071083554,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,60,95,0.004984420570454473,0,2,-1.799780892833862,0.2863498909749972,-0.05782180915081469,-0.0648476864295293,0.012489912325089721,-0.005524959101037063,-0.0412097294768825
90,RL,80.0,8000,Pave,0,1,Lvl,AllPub,Corner,Gtl,Names,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,2,3,1,1,0,1,0,1800,1800,GasA,5,N,SBrkr,1800,0,0,1800,0,0,2,0,6,2,2,10,7,0,0,None,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,None,0,7,2007,WD,Normal,141000,3600.01,39.16655787067258,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,46,46,0.005555552469137517,0,2,-1.944314867928803,-0.006338102305869814,-0.3771299074334321,0.008749294386538748,0.1253980042523796,-0.11249701395913571,0.005111393781504043
160,RM,21.0,1680,Pave,0,1,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsI,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.0,3,3,CBlock,2,3,1,4,330,1,0,153,483,GasA,3,Y,SBrkr,483,504,0,987,1,0,1,1,2,1,2,5,7,0,0,Detchd,1973,1,1,264,3,3,3,0,0,0,0,0,0,0,0,None,0,11,2008,WD,Normal,100000,1470.01,68.02674811735974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,35,35,0.005065850997111452,1,2,-3.0224499604459325,0.13147659495303787,0.25166059778829397,-0.07652818402611665,-0.02822714077055347,-0.0035662791618912247,0.04509326442570739
50,RL,60.0,9120,Pave,2,1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,2,3,1,3,329,1,0,697,1026,GasA,5,Y,SBrkr,1133,687,0,1820,1,0,2,0,4,1,2,8,7,0,0,Detchd,1925,1,1,240,3,3,1,0,100,0,0,0,0,0,4,None,0,6,2008,WD,Normal,184000,2846.01,64.65191619143994,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,58,83,0.0043956019804384724,1,2,-0.961467677843303,0.1457483500147268,0.021426962809752984,-0.0521028876386678,0.06756375847289325,-0.06482444544908082,-0.025496059390357508
80,RL,0.0,10784,Pave,0,2,Lvl,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1991,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,76.0,4,3,PConc,3,3,1,1,0,1,0,384,384,GasA,4,Y,SBrkr,802,670,0,1472,0,0,2,1,3,1,3,7,7,1,3,Attchd,1991,2,2,402,3,3,3,164,0,0,0,0,0,0,0,None,0,5,2007,WD,Normal,160000,1856.01,86.20643207741338,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,15,16,0.004755431552016609,0,3,1.645016475444361,0.39442684638218056,0.10829857273358592,0.045318700586214095,-0.02314568039911159,0.00870650239129008,0.005393245849654092
60,RL,80.0,9828,Pave,0,2,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,3,3,1,6,584,1,0,544,1128,GasA,5,Y,SBrkr,1142,878,0,2020,0,0,2,1,3,1,3,8,7,1,3,Attchd,1995,2,2,466,3,3,3,0,155,0,0,0,0,0,0,None,0,6,2009,WD,Normal,239500,3148.01,76.07980914927208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,14,14,0.003960394079012833,0,3,-1.043568164036193,0.11980816060843132,0.12566826423707314,-0.08379474453226844,0.01721107668464973,-0.026363184849326562,-0.04385697754527482
60,RL,66.0,8738,Pave,0,2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,4,3,PConc,3,3,1,1,0,1,0,975,975,GasA,5,Y,SBrkr,1005,1286,0,2291,0,0,2,1,4,1,3,8,7,1,3,BuiltIn,1999,3,2,429,3,3,3,192,0,0,0,0,0,0,0,None,0,2,2006,WD,Normal,230000,3266.01,70.42231958873364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,7,7,0.003491923399422348,0,3,-1.4931780330651472,0.364557170353244,0.031351331043490555,-0.09774763492303373,0.0071398020027931604,-0.011145758884608297,0.054151469868540046
120,RM,64.0,5587,Pave,0,2,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CemntBd,Stone,186.0,5,3,PConc,4,3,4,6,1480,1,0,120,1600,GasA,5,Y,SBrkr,1652,0,0,1652,1,1,2,0,2,1,3,5,7,1,4,Attchd,2008,3,2,482,3,3,3,162,53,0,153,0,0,0,0,None,0,11,2008,New,Partial,392500,3252.01,120.69458581000673,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0.003026632550464558,2,2,-2.4421048431783876,-0.35901603716572716,0.1845303568565438,0.008579737035666854,0.014142806283293936,-0.059491794388643375,0.009480499941715018
160,RL,24.0,2308,Pave,0,1,Lvl,AllPub,Corner,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,1976,1976,Gable,CompShg,Plywood,BrkComm,None,0.0,3,3,CBlock,3,3,1,5,556,1,0,248,804,GasA,3,Y,SBrkr,804,744,0,1548,1,0,2,1,3,1,3,7,7,1,3,Detchd,1976,1,2,440,3,3,3,48,0,0,0,0,0,0,0,None,0,7,2007,WD,Normal,155000,2352.01,65.90108035254951,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,31,31,0.004521960903126032,1,3,-3.183317119650281,0.09602841431762246,0.23634194031003486,-0.06169765593586227,-0.008982680719747647,-0.00017395583794796833,-0.059796195061227
20,RL,84.0,12615,Pave,0,1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2001,Gable,CompShg,WdShing,Wd Sdng,None,0.0,3,3,CBlock,2,4,3,5,477,1,0,725,1202,GasA,3,Y,SBrkr,2158,0,0,2158,1,0,2,0,4,1,3,7,7,1,4,Attchd,1950,1,2,576,3,3,3,0,29,39,0,0,0,0,3,None,0,6,2007,WD,Normal,243000,3360.01,72.32121332972223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,6,57,0.0032437427044751136,1,2,-0.4057373863847641,-0.05666346085334295,-0.04341705801491546,0.220450541233779,0.03051149085637299,-0.05874645344470701,-0.021357691764666998
50,RL,78.0,10496,Pave,0,1,Lvl,AllPub,Inside,Gtl,Names,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,3,3,CBlock,2,3,2,3,196,1,0,844,1040,GasA,5,Y,SBrkr,1168,678,0,1846,0,0,2,0,3,1,2,7,7,1,4,Attchd,1949,1,1,315,3,3,3,0,0,0,0,0,0,0,2,None,0,1,2007,WD,Normal,143000,2886.01,49.54937786078357,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,57,58,0.003791980611061424,0,2,-0.5298004506925951,0.17907981061126096,-0.0344609148463304,-0.04587874205994782,0.023718658967364373,-0.04783449135789951,0.0823427187433365
70,RL,53.0,10918,Pave,0,1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,4,3,BrkTil,3,3,1,1,0,1,0,1276,1276,GasA,5,Y,SBrkr,1276,804,0,2080,0,0,1,1,3,1,3,9,7,2,4,Detchd,1926,1,1,282,3,3,3,0,0,0,0,145,0,0,3,None,0,6,2009,WD,Normal,234000,3356.01,69.72565635978438,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,5,83,0.0043269209966725975,0,2,-0.9146210044165023,0.22527732220244398,-0.13971140091193932,-0.06953696701528979,0.061591718311630676,-0.051105020958099164,-0.019058547147371915
20,RL,124.0,16158,Pave,0,2,Low,AllPub,Inside,Mod,StoneBr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,16.0,4,3,PConc,4,3,3,5,1274,1,0,256,1530,GasA,5,Y,SBrkr,1530,0,0,1530,1,0,2,0,3,1,3,7,7,1,4,Attchd,2005,3,2,430,3,3,3,168,36,0,0,0,0,0,0,None,0,6,2009,WD,Normal,260000,3060.01,84.96704259136408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,4,4,0.00457516040839189,1,2,1.1189802403404265,-0.3025938682648769,0.10407402217966634,-0.057382819143441496,0.026946739965912528,-0.06429885552272728,-0.02960155547841944
20,RL,91.0,10652,Pave,0,2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,306.0,4,3,PConc,3,3,3,1,0,1,0,1494,1494,GasA,5,Y,SBrkr,1494,0,0,1494,0,0,2,0,3,1,3,7,7,1,4,Attchd,2006,2,3,840,3,3,3,160,33,0,0,0,0,0,0,None,0,8,2007,New,Partial,279500,2988.01,93.54051693267425,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0.0046854051637180965,0,2,-0.6008659777176507,-0.004728914158777493,-0.3671181795648366,0.03376580424610522,-0.11056496859557857,0.05685788577682555,0.05941470983495569
20,RL,80.0,8400,Pave,0,1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,6,9,1962,2005,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,237.0,4,4,CBlock,2,3,1,1,0,1,0,1319,1319,GasA,3,Y,SBrkr,1537,0,0,1537,1,0,1,1,3,1,3,7,7,1,4,Attchd,1962,2,2,462,3,3,3,0,36,0,0,0,0,0,4,None,0,7,2008,COD,Abnorml,174000,2856.01,60.92415642802371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,3,46,0.004554323647154426,1,2,-1.2239101767737988,0.007992782419824557,-0.32571555039492367,0.08233285154672054,-0.007832799334804802,-0.025993460603670745,0.06114963595458111
120,RL,0.0,2887,Pave,0,1,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,2,6,1003,1,0,288,1291,GasA,5,Y,SBrkr,1291,0,0,1291,1,0,1,0,2,1,3,6,7,1,4,Attchd,1996,1,2,431,3,3,3,307,0,0,0,0,0,0,0,None,0,11,2008,WD,Normal,173000,2582.01,67.0020642832522,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,11,12,0.004647556431017482,1,1,-3.042611293398795,-0.31780635469601837,0.10000515478886346,0.01710768943551203,0.011434496542484634,-0.035567021014566096,-0.0460988608263712
20,RL,80.0,9600,Pave,0,1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,3,3,CBlock,2,3,1,1,0,1,0,1164,1164,GasA,3,Y,SBrkr,1164,0,0,1164,0,0,1,1,3,1,2,6,7,0,0,Attchd,1969,1,2,528,3,3,3,0,0,0,0,0,0,0,0,None,0,7,2006,COD,Normal,140000,2328.01,60.137198723373174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,37,37,0.0051546347468773655,0,2,-0.04240569859302624,0.002542389457531706,-0.3758275109584269,0.016898125540496908,-0.06372961730445514,0.020057776581651605,0.03986422173839605
120,RL,43.0,3182,Pave,0,1,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,4,3,PConc,3,4,1,6,16,1,0,1330,1346,GasA,5,Y,SBrkr,1504,0,0,1504,0,0,2,0,2,1,3,7,7,1,4,Attchd,2005,3,2,437,3,3,3,156,20,0,0,0,0,0,0,None,0,5,2008,WD,Normal,191000,2850.01,67.0173087111975,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,2,3,0.00465425222456634,0,2,-3.0482376455160596,-0.015460574163041968,-0.3222589008746477,0.09576089181576516,0.016115913362285874,-0.02279820366013534,-0.017181933574849678
20,RL,80.0,9600,Pave,0,1,Lvl,AllPub,Inside,Gtl,Names,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,3,3,CBlock,2,3,1,3,620,2,620,0,1240,GasA,4,Y,SBrkr,1632,0,0,1632,1,0,2,0,3,1,2,6,6,1,4,Attchd,1958,2,1,338,3,3,3,289,0,0,0,0,0,0,3,None,0,4,2009,WD,Normal,139000,2872.01,48.39816017353699,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,21,51,0.0036764683354973435,1,2,-0.8167234575928645,-0.19733262131963375,0.12314165766871345,0.1262038386046812,0.20566940817096413,0.11687822491523539,0.07359344880301494
50,RM,0.0,5700,Pave,0,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,2,3,1,1,0,1,0,572,572,GasA,3,Y,SBrkr,572,539,0,1111,0,0,1,0,2,1,2,5,7,1,4,Detchd,1982,1,1,288,3,3,3,0,0,176,0,0,0,0,0,None,0,8,2008,WD,Normal,116900,1683.01,69.45888616229256,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,58,82,0.004500445994198025,0,1,-0.7812471346717708,0.30154112674796346,-0.056236078716032194,-0.08064242947011874,0.0007864998433607876,0.002321836992381551,-0.04290155021549411
